CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Wheat,Alluvial,Rust,Resistant Varieties,Irrigation,Punjab,150 days,15–20°C
Maize,Black Cotton,Rust,Resistant Varieties,Mulching,Maharashtra,90 days,30–35°C
Rice,Alluvial,Smut,Soil Solarization,SRI Method,Andhra Pradesh,150 days,25–30°C
Gram,Red Loamy,Blight,Fungicide Spray,Mulching,Sikkim,120 days,25–30°C
Maize,Red Loamy,Rust,Crop Rotation,Mulching,Maharashtra,90 days,30–35°C
Maize,Red Loamy,Rust,Neem Extract,Drip Irrigation,Telangana,90 days,30–35°C
Dry Chillies,Laterite,Wilt,Resistant Varieties,Organic Farming,Tamil Nadu,90 days,25–30°C
Masoor,Sandy,Wilt,Resistant Varieties,Mulching,Bihar,90 days,25–30°C
Tobacco,Red Loamy,Blight,Neem Extract,Mulching,Bihar,120 days,25–30°C
Rice,Alluvial,Blast,Fungicide Spray,Drip Irrigation,Odisha,150 days,25–30°C
Dry Chillies,Peaty,Wilt,Crop Rotation,Organic Farming,Odisha,120 days,20–25°C
Gram,Red Loamy,Blight,Neem Extract,Mulching,Odisha,90 days,25–30°C
Maize,Black Cotton,Smut,Crop Rotation,Drip Irrigation,Karnataka,120 days,30–35°C
Masoor,Red Loamy,Wilt,Neem Extract,Organic Farming,Uttarakhand,90 days,20–25°C
Cowpea (Lobia),Sandy,Rust,Crop Rotation,Mulching,Mizoram,120 days,25–30°C
Jute,Black Cotton,Rust,Resistant Varieties,Mulching,Gujarat,120 days,25–30°C
Gram,Red Loamy,Blight,Soil Solarization,Organic Farming,Bihar,90 days,25–30°C
Cardamom,Black Cotton,Wilt,Neem Extract,Organic Farming,Himachal Pradesh,120 days,20–25°C
Cowpea (Lobia),Sandy,Rust,Soil Solarization,Organic Farming,Maharashtra,150 days,25–30°C
Garlic,Red Loamy,Rust,Resistant Varieties,Organic Farming,Gujarat,150 days,20–25°C
Jute,Black Cotton,Blight,Soil Solarization,Mulching,Gujarat,150 days,20–25°C
Banana,Laterite,Blight,Fungicide Spray,Mulching,Chhattisgarh,150 days,25–30°C
Castor Seed,Alluvial,Rust,Crop Rotation,Organic Farming,Odisha,90 days,20–25°C
Cotton,Peaty,Rust,Neem Extract,Organic Farming,Kerala,150 days,20–25°C
Gram,Red Loamy,Wilt,Soil Solarization,Mulching,Assam,150 days,25–30°C
Dry Chillies,Peaty,Blight,Neem Extract,Mulching,Odisha,120 days,20–25°C
Coriander,Sandy,Rust,Neem Extract,Organic Farming,Nagaland,120 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Resistant Varieties,Mulching,Goa,90 days,20–25°C
Jowar,Peaty,Blight,Soil Solarization,Mulching,Tripura,90 days,25–30°C
Black pepper,Peaty,Blight,Neem Extract,Mulching,Sikkim,120 days,25–30°C
Arecanut,Black Cotton,Wilt,Crop Rotation,Mulching,Rajasthan,90 days,25–30°C
Wheat,Sandy,Rust,Fungicide Spray,Mulching,Haryana,150 days,20–25°C
Rice,Alluvial,Blast,Crop Rotation,SRI Method,Bihar,180 days,30–35°C
Bajra,Red Loamy,Rust,Soil Solarization,Organic Farming,Andhra Pradesh,150 days,20–25°C
Wheat,Alluvial,Smut,Neem Extract,Mulching,Haryana,150 days,15–20°C
Arhar/Tur,Peaty,Rust,Resistant Varieties,Mulching,Madhya Pradesh,120 days,25–30°C
Potato,Alluvial,Wilt,Resistant Varieties,Mulching,Tripura,90 days,25–30°C
Black pepper,Peaty,Rust,Neem Extract,Mulching,Bihar,120 days,25–30°C
Coriander,Red Loamy,Rust,Resistant Varieties,Mulching,Nagaland,150 days,20–25°C
Turmeric,Sandy,Blight,Fungicide Spray,Mulching,Uttarakhand,150 days,25–30°C
Maize,Black Cotton,Rust,Soil Solarization,Drip Irrigation,Maharashtra,90 days,25–30°C
Peas & beans (Pulses),Laterite,Wilt,Crop Rotation,Mulching,Telangana,150 days,25–30°C
Sugarcane,Sandy,Rust,Soil Solarization,Organic Farming,Mizoram,120 days,20–25°C
Black pepper,Alluvial,Rust,Crop Rotation,Organic Farming,Karnataka,150 days,20–25°C
Ragi,Black Cotton,Rust,Neem Extract,Organic Farming,Gujarat,150 days,25–30°C
Dry Chillies,Peaty,Blight,Crop Rotation,Mulching,Tamil Nadu,120 days,25–30°C
Turmeric,Alluvial,Rust,Soil Solarization,Mulching,Madhya Pradesh,150 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Neem Extract,Mulching,Maharashtra,120 days,20–25°C
Cardamom,Red Loamy,Wilt,Crop Rotation,Organic Farming,Mizoram,150 days,25–30°C
Jute,Laterite,Rust,Neem Extract,Mulching,Gujarat,90 days,20–25°C
Sweet Potato,Black Cotton,Blight,Fungicide Spray,Organic Farming,Uttarakhand,90 days,20–25°C
Cardamom,Red Loamy,Wilt,Crop Rotation,Mulching,Bihar,120 days,25–30°C
Garlic,Red Loamy,Blight,Crop Rotation,Organic Farming,Tripura,90 days,25–30°C
Dry Chillies,Peaty,Wilt,Soil Solarization,Organic Farming,Meghalaya,90 days,25–30°C
Bajra,Laterite,Wilt,Crop Rotation,Mulching,Bihar,90 days,25–30°C
Masoor,Sandy,Blight,Neem Extract,Mulching,Madhya Pradesh,120 days,20–25°C
Wheat,Sandy,Smut,Resistant Varieties,Mulching,Uttar Pradesh,120 days,15–20°C
Masoor,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Madhya Pradesh,150 days,20–25°C
Rice,Alluvial,Blast,Neem Extract,Drip Irrigation,Tamil Nadu,120 days,25–30°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Organic Farming,Andhra Pradesh,150 days,20–25°C
Niger Seed,Red Loamy,Rust,Soil Solarization,Organic Farming,Haryana,150 days,20–25°C
Soyabean,Black Cotton,Blight,Neem Extract,Mulching,Jharkhand,120 days,20–25°C
Cashewnut,Black Cotton,Blight,Soil Solarization,Mulching,Goa,150 days,20–25°C
Jute,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Gujarat,90 days,25–30°C
Tapioca,Peaty,Blight,Resistant Varieties,Organic Farming,Sikkim,120 days,20–25°C
Sesamum,Laterite,Wilt,Soil Solarization,Organic Farming,Himachal Pradesh,150 days,20–25°C
Horse Gram,Sandy,Rust,Neem Extract,Organic Farming,Arunachal Pradesh,120 days,25–30°C
Rice,Red Loamy,Smut,Resistant Varieties,SRI Method,Andhra Pradesh,120 days,25–30°C
Rice,Alluvial,Smut,Crop Rotation,SRI Method,Bihar,120 days,25–30°C
Sesamum,Black Cotton,Wilt,Neem Extract,Mulching,Bihar,120 days,25–30°C
Garlic,Alluvial,Rust,Resistant Varieties,Organic Farming,Goa,150 days,20–25°C
Masoor,Sandy,Rust,Soil Solarization,Mulching,Madhya Pradesh,120 days,20–25°C
Jute,Laterite,Wilt,Resistant Varieties,Organic Farming,Andhra Pradesh,90 days,20–25°C
Masoor,Red Loamy,Rust,Soil Solarization,Organic Farming,Madhya Pradesh,120 days,25–30°C
Wheat,Sandy,Rust,Soil Solarization,Irrigation,Punjab,150 days,15–20°C
Rice,Red Loamy,Blast,Resistant Varieties,SRI Method,West Bengal,120 days,30–35°C
Peas & beans (Pulses),Black Cotton,Wilt,Soil Solarization,Organic Farming,Gujarat,90 days,25–30°C
Bajra,Laterite,Wilt,Resistant Varieties,Organic Farming,Bihar,120 days,25–30°C
Onion,Red Loamy,Wilt,Neem Extract,Mulching,Arunachal Pradesh,90 days,25–30°C
Urad,Black Cotton,Rust,Neem Extract,Mulching,Goa,90 days,20–25°C
Peas & beans (Pulses),Laterite,Blight,Soil Solarization,Organic Farming,Kerala,150 days,20–25°C
Potato,Red Loamy,Blight,Crop Rotation,Organic Farming,Sikkim,90 days,25–30°C
Cotton,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Odisha,90 days,20–25°C
Castor Seed,Laterite,Rust,Neem Extract,Organic Farming,Arunachal Pradesh,120 days,20–25°C
Cowpea (Lobia),Sandy,Rust,Resistant Varieties,Organic Farming,Manipur,150 days,25–30°C
Khesari,Black Cotton,Blight,Soil Solarization,Organic Farming,Tripura,120 days,25–30°C
Groundnut,Sandy,Wilt,Fungicide Spray,Mulching,Andhra Pradesh,90 days,25–30°C
Castor Seed,Laterite,Blight,Resistant Varieties,Mulching,Goa,120 days,25–30°C
Arhar/Tur,Laterite,Rust,Neem Extract,Organic Farming,Madhya Pradesh,90 days,25–30°C
Cowpea (Lobia),Sandy,Rust,Crop Rotation,Organic Farming,Goa,150 days,20–25°C
Khesari,Alluvial,Rust,Resistant Varieties,Organic Farming,Haryana,120 days,20–25°C
Arhar/Tur,Peaty,Rust,Neem Extract,Mulching,Haryana,120 days,20–25°C
Cardamom,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Himachal Pradesh,90 days,25–30°C
Rice,Alluvial,Smut,Resistant Varieties,SRI Method,Tamil Nadu,120 days,25–30°C
Cardamom,Black Cotton,Blight,Crop Rotation,Mulching,Chhattisgarh,120 days,20–25°C
Khesari,Alluvial,Rust,Resistant Varieties,Mulching,Karnataka,120 days,25–30°C
Coconut,Laterite,Wilt,Crop Rotation,Mulching,Maharashtra,120 days,25–30°C
Ginger,Sandy,Rust,Resistant Varieties,Organic Farming,Tripura,90 days,20–25°C
Sesamum,Black Cotton,Rust,Resistant Varieties,Organic Farming,Gujarat,150 days,20–25°C
Soyabean,Black Cotton,Blight,Neem Extract,Organic Farming,Bihar,120 days,20–25°C
Sweet Potato,Black Cotton,Rust,Resistant Varieties,Mulching,Jharkhand,120 days,25–30°C
Wheat,Sandy,Smut,Soil Solarization,Irrigation,Bihar,120 days,15–20°C
Sunflower,Black Cotton,Blight,Resistant Varieties,Organic Farming,Telangana,120 days,25–30°C
Sunflower,Red Loamy,Wilt,Neem Extract,Mulching,West Bengal,90 days,20–25°C
Wheat,Sandy,Rust,Neem Extract,Mulching,Bihar,120 days,20–25°C
Wheat,Sandy,Smut,Neem Extract,Mulching,Haryana,120 days,15–20°C
Onion,Red Loamy,Rust,Soil Solarization,Organic Farming,Goa,120 days,20–25°C
Khesari,Black Cotton,Blight,Fungicide Spray,Mulching,Karnataka,150 days,25–30°C
Horse Gram,Black Cotton,Rust,Soil Solarization,Mulching,Telangana,150 days,20–25°C
Cotton,Peaty,Wilt,Fungicide Spray,Organic Farming,Jharkhand,120 days,20–25°C
Ragi,Black Cotton,Blight,Crop Rotation,Organic Farming,Himachal Pradesh,90 days,20–25°C
Garlic,Alluvial,Blight,Crop Rotation,Organic Farming,Telangana,150 days,25–30°C
Niger Seed,Peaty,Wilt,Fungicide Spray,Organic Farming,Maharashtra,120 days,25–30°C
Dry Chillies,Peaty,Rust,Soil Solarization,Mulching,Chhattisgarh,150 days,20–25°C
Sunflower,Black Cotton,Wilt,Soil Solarization,Mulching,Telangana,150 days,20–25°C
Arhar/Tur,Laterite,Wilt,Crop Rotation,Mulching,Andhra Pradesh,90 days,20–25°C
Black pepper,Alluvial,Blight,Fungicide Spray,Organic Farming,Bihar,120 days,25–30°C
Cotton,Peaty,Blight,Fungicide Spray,Organic Farming,Odisha,150 days,20–25°C
Garlic,Alluvial,Rust,Resistant Varieties,Mulching,Bihar,90 days,25–30°C
Dry Chillies,Peaty,Rust,Neem Extract,Organic Farming,Odisha,90 days,20–25°C
Black pepper,Alluvial,Wilt,Resistant Varieties,Mulching,West Bengal,150 days,25–30°C
Bajra,Laterite,Wilt,Neem Extract,Mulching,Bihar,120 days,25–30°C
Barley,Alluvial,Rust,Fungicide Spray,Organic Farming,Meghalaya,120 days,25–30°C
Cotton,Peaty,Blight,Resistant Varieties,Mulching,Kerala,150 days,20–25°C
Maize,Red Loamy,Rust,Resistant Varieties,Drip Irrigation,Telangana,120 days,25–30°C
Horse Gram,Sandy,Wilt,Resistant Varieties,Mulching,Telangana,150 days,20–25°C
Bajra,Laterite,Wilt,Fungicide Spray,Organic Farming,Bihar,90 days,20–25°C
Tobacco,Black Cotton,Blight,Resistant Varieties,Mulching,Kerala,150 days,25–30°C
Onion,Black Cotton,Rust,Fungicide Spray,Organic Farming,Chhattisgarh,90 days,25–30°C
Sweet Potato,Red Loamy,Wilt,Crop Rotation,Organic Farming,West Bengal,120 days,25–30°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Mulching,Haryana,120 days,20–25°C
Coconut,Red Loamy,Blight,Fungicide Spray,Organic Farming,West Bengal,90 days,25–30°C
Onion,Red Loamy,Blight,Fungicide Spray,Organic Farming,Arunachal Pradesh,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Wilt,Soil Solarization,Organic Farming,Haryana,90 days,20–25°C
Groundnut,Red Loamy,Rust,Crop Rotation,Mulching,Goa,90 days,25–30°C
Potato,Alluvial,Rust,Crop Rotation,Organic Farming,Tripura,150 days,25–30°C
Arhar/Tur,Laterite,Wilt,Fungicide Spray,Mulching,Manipur,150 days,25–30°C
Onion,Black Cotton,Rust,Soil Solarization,Mulching,Arunachal Pradesh,120 days,25–30°C
Potato,Red Loamy,Rust,Resistant Varieties,Mulching,Tripura,120 days,20–25°C
Tapioca,Red Loamy,Blight,Neem Extract,Mulching,Odisha,150 days,20–25°C
Soyabean,Black Cotton,Wilt,Crop Rotation,Organic Farming,Haryana,150 days,20–25°C
Barley,Alluvial,Rust,Neem Extract,Organic Farming,Telangana,150 days,25–30°C
Groundnut,Sandy,Wilt,Resistant Varieties,Mulching,Andhra Pradesh,150 days,20–25°C
Cowpea (Lobia),Sandy,Blight,Resistant Varieties,Organic Farming,Manipur,120 days,25–30°C
Horse Gram,Black Cotton,Blight,Soil Solarization,Mulching,Arunachal Pradesh,150 days,20–25°C
Banana,Laterite,Rust,Resistant Varieties,Mulching,Tripura,90 days,25–30°C
Sesamum,Laterite,Rust,Fungicide Spray,Organic Farming,Sikkim,150 days,20–25°C
Jowar,Red Loamy,Blight,Fungicide Spray,Organic Farming,Telangana,120 days,25–30°C
Potato,Alluvial,Blight,Resistant Varieties,Mulching,Sikkim,150 days,25–30°C
Jute,Black Cotton,Wilt,Soil Solarization,Mulching,Goa,120 days,20–25°C
Masoor,Sandy,Blight,Fungicide Spray,Organic Farming,Karnataka,120 days,25–30°C
Coconut,Laterite,Rust,Fungicide Spray,Organic Farming,Uttarakhand,120 days,20–25°C
Coriander,Red Loamy,Wilt,Crop Rotation,Organic Farming,Telangana,90 days,20–25°C
Horse Gram,Sandy,Blight,Resistant Varieties,Mulching,Haryana,90 days,20–25°C
Sesamum,Laterite,Blight,Soil Solarization,Organic Farming,Bihar,150 days,20–25°C
Arecanut,Alluvial,Rust,Neem Extract,Mulching,Rajasthan,120 days,20–25°C
Sunflower,Black Cotton,Wilt,Resistant Varieties,Mulching,Arunachal Pradesh,150 days,20–25°C
Khesari,Alluvial,Rust,Fungicide Spray,Organic Farming,Haryana,150 days,20–25°C
Ginger,Black Cotton,Blight,Resistant Varieties,Mulching,Goa,90 days,20–25°C
Black pepper,Alluvial,Wilt,Soil Solarization,Organic Farming,Sikkim,150 days,20–25°C
Ragi,Laterite,Blight,Neem Extract,Mulching,Meghalaya,150 days,25–30°C
Dry Chillies,Peaty,Blight,Fungicide Spray,Mulching,Tamil Nadu,150 days,20–25°C
Coriander,Red Loamy,Rust,Neem Extract,Mulching,Sikkim,120 days,20–25°C
Garlic,Alluvial,Blight,Neem Extract,Mulching,Bihar,150 days,25–30°C
Jute,Laterite,Rust,Neem Extract,Organic Farming,Odisha,90 days,25–30°C
Cowpea (Lobia),Laterite,Blight,Neem Extract,Organic Farming,Manipur,150 days,25–30°C
Barley,Sandy,Wilt,Crop Rotation,Organic Farming,Maharashtra,150 days,20–25°C
Maize,Black Cotton,Smut,Resistant Varieties,Mulching,Maharashtra,120 days,25–30°C
Turmeric,Sandy,Blight,Resistant Varieties,Mulching,Telangana,90 days,20–25°C
Jute,Black Cotton,Blight,Neem Extract,Organic Farming,Goa,90 days,25–30°C
Cardamom,Red Loamy,Rust,Fungicide Spray,Organic Farming,Chhattisgarh,90 days,25–30°C
Banana,Red Loamy,Rust,Resistant Varieties,Organic Farming,Jharkhand,120 days,25–30°C
Gram,Red Loamy,Blight,Crop Rotation,Organic Farming,Sikkim,150 days,25–30°C
Sunflower,Black Cotton,Wilt,Soil Solarization,Mulching,Himachal Pradesh,150 days,25–30°C
Gram,Black Cotton,Rust,Neem Extract,Organic Farming,Bihar,150 days,20–25°C
Banana,Red Loamy,Blight,Neem Extract,Organic Farming,Chhattisgarh,120 days,20–25°C
Banana,Red Loamy,Rust,Resistant Varieties,Mulching,Chhattisgarh,120 days,25–30°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Mulching,Arunachal Pradesh,120 days,20–25°C
Khesari,Alluvial,Wilt,Neem Extract,Mulching,Haryana,120 days,20–25°C
Tapioca,Peaty,Blight,Crop Rotation,Mulching,Tamil Nadu,120 days,25–30°C
Dry Chillies,Peaty,Wilt,Soil Solarization,Mulching,Meghalaya,90 days,25–30°C
Jowar,Peaty,Wilt,Resistant Varieties,Organic Farming,Tripura,90 days,25–30°C
Arhar/Tur,Laterite,Blight,Crop Rotation,Organic Farming,Andhra Pradesh,120 days,20–25°C
Arhar/Tur,Laterite,Blight,Soil Solarization,Mulching,Andhra Pradesh,120 days,20–25°C
Urad,Red Loamy,Rust,Resistant Varieties,Organic Farming,Goa,150 days,20–25°C
Jowar,Red Loamy,Blight,Crop Rotation,Mulching,Gujarat,90 days,20–25°C
Tobacco,Black Cotton,Blight,Fungicide Spray,Mulching,Kerala,90 days,25–30°C
Masoor,Sandy,Blight,Fungicide Spray,Organic Farming,Bihar,120 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Soil Solarization,Mulching,Haryana,90 days,25–30°C
Moong (Green Gram),Red Loamy,Blight,Neem Extract,Mulching,Telangana,150 days,20–25°C
Cotton,Peaty,Rust,Crop Rotation,Organic Farming,Jharkhand,120 days,25–30°C
Horse Gram,Sandy,Wilt,Soil Solarization,Organic Farming,Telangana,150 days,25–30°C
Sunflower,Black Cotton,Rust,Resistant Varieties,Mulching,Himachal Pradesh,90 days,25–30°C
Niger Seed,Peaty,Blight,Resistant Varieties,Organic Farming,Nagaland,90 days,25–30°C
Ginger,Sandy,Wilt,Crop Rotation,Organic Farming,Meghalaya,120 days,20–25°C
Moong (Green Gram),Peaty,Wilt,Fungicide Spray,Organic Farming,Odisha,150 days,25–30°C
Potato,Red Loamy,Blight,Fungicide Spray,Mulching,Telangana,90 days,20–25°C
Ginger,Black Cotton,Blight,Fungicide Spray,Mulching,Rajasthan,150 days,20–25°C
Onion,Black Cotton,Wilt,Resistant Varieties,Mulching,Bihar,90 days,25–30°C
Garlic,Red Loamy,Blight,Resistant Varieties,Mulching,Bihar,120 days,25–30°C
Turmeric,Alluvial,Blight,Crop Rotation,Mulching,Telangana,90 days,20–25°C
Horse Gram,Black Cotton,Blight,Crop Rotation,Organic Farming,Haryana,90 days,20–25°C
Jute,Laterite,Rust,Soil Solarization,Organic Farming,Punjab,90 days,20–25°C
Coriander,Red Loamy,Rust,Neem Extract,Mulching,Nagaland,90 days,20–25°C
Turmeric,Sandy,Wilt,Crop Rotation,Mulching,Telangana,90 days,20–25°C
Turmeric,Sandy,Rust,Neem Extract,Organic Farming,Telangana,120 days,20–25°C
Sweet Potato,Black Cotton,Wilt,Fungicide Spray,Mulching,Uttarakhand,120 days,25–30°C
Arhar/Tur,Laterite,Blight,Resistant Varieties,Organic Farming,Madhya Pradesh,150 days,20–25°C
Sesamum,Black Cotton,Blight,Resistant Varieties,Mulching,Himachal Pradesh,120 days,25–30°C
Khesari,Black Cotton,Rust,Soil Solarization,Mulching,Haryana,150 days,25–30°C
Tapioca,Peaty,Blight,Neem Extract,Organic Farming,Odisha,90 days,25–30°C
Coconut,Red Loamy,Wilt,Crop Rotation,Mulching,Uttarakhand,150 days,25–30°C
Ragi,Laterite,Rust,Soil Solarization,Mulching,Meghalaya,90 days,20–25°C
Urad,Red Loamy,Rust,Resistant Varieties,Organic Farming,Uttarakhand,90 days,25–30°C
Arhar/Tur,Laterite,Wilt,Resistant Varieties,Organic Farming,Haryana,90 days,25–30°C
Moong (Green Gram),Peaty,Rust,Soil Solarization,Mulching,Assam,90 days,25–30°C
Dry Chillies,Laterite,Rust,Neem Extract,Mulching,Odisha,90 days,25–30°C
Masoor,Red Loamy,Blight,Neem Extract,Mulching,Madhya Pradesh,150 days,25–30°C
Arecanut,Black Cotton,Blight,Fungicide Spray,Organic Farming,Uttar Pradesh,120 days,20–25°C
Jute,Laterite,Blight,Soil Solarization,Organic Farming,Andhra Pradesh,90 days,20–25°C
Turmeric,Sandy,Rust,Soil Solarization,Mulching,Meghalaya,150 days,20–25°C
Bajra,Laterite,Rust,Neem Extract,Mulching,Bihar,150 days,20–25°C
Coriander,Sandy,Wilt,Soil Solarization,Organic Farming,Telangana,150 days,20–25°C
Ragi,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Meghalaya,120 days,20–25°C
Jowar,Peaty,Rust,Fungicide Spray,Organic Farming,Karnataka,120 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Neem Extract,Organic Farming,Maharashtra,150 days,20–25°C
Wheat,Sandy,Rust,Neem Extract,Mulching,Haryana,150 days,15–20°C
Cardamom,Black Cotton,Rust,Crop Rotation,Mulching,Himachal Pradesh,120 days,25–30°C
Horse Gram,Sandy,Blight,Neem Extract,Organic Farming,Haryana,120 days,20–25°C
Ginger,Black Cotton,Wilt,Neem Extract,Organic Farming,Maharashtra,120 days,20–25°C
Soyabean,Red Loamy,Rust,Fungicide Spray,Organic Farming,Sikkim,120 days,25–30°C
Sesamum,Laterite,Wilt,Resistant Varieties,Organic Farming,Bihar,120 days,25–30°C
Cashewnut,Black Cotton,Wilt,Fungicide Spray,Organic Farming,Gujarat,150 days,25–30°C
Rice,Alluvial,Blast,Resistant Varieties,SRI Method,Odisha,180 days,30–35°C
Coconut,Red Loamy,Wilt,Resistant Varieties,Mulching,Uttarakhand,90 days,20–25°C
Turmeric,Sandy,Wilt,Resistant Varieties,Mulching,Meghalaya,90 days,20–25°C
Banana,Red Loamy,Rust,Resistant Varieties,Mulching,Tripura,90 days,25–30°C
Potato,Alluvial,Wilt,Resistant Varieties,Organic Farming,Meghalaya,120 days,20–25°C
Sugarcane,Sandy,Wilt,Soil Solarization,Mulching,Mizoram,90 days,20–25°C
Black pepper,Alluvial,Blight,Fungicide Spray,Organic Farming,Tripura,150 days,25–30°C
Cardamom,Red Loamy,Blight,Crop Rotation,Organic Farming,Karnataka,120 days,25–30°C
Garlic,Alluvial,Rust,Soil Solarization,Organic Farming,Tripura,150 days,25–30°C
Sesamum,Laterite,Blight,Resistant Varieties,Organic Farming,Gujarat,120 days,25–30°C
Masoor,Red Loamy,Wilt,Crop Rotation,Organic Farming,Bihar,90 days,25–30°C
Soyabean,Red Loamy,Blight,Neem Extract,Organic Farming,Haryana,90 days,25–30°C
Groundnut,Sandy,Rust,Resistant Varieties,Organic Farming,Chhattisgarh,90 days,20–25°C
Moong (Green Gram),Peaty,Blight,Crop Rotation,Organic Farming,Odisha,90 days,20–25°C
Masoor,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Bihar,120 days,20–25°C
Gram,Black Cotton,Rust,Soil Solarization,Mulching,Assam,120 days,20–25°C
Khesari,Black Cotton,Rust,Fungicide Spray,Mulching,Uttar Pradesh,90 days,25–30°C
Horse Gram,Black Cotton,Wilt,Crop Rotation,Organic Farming,Tripura,150 days,25–30°C
Coriander,Red Loamy,Rust,Soil Solarization,Organic Farming,Sikkim,150 days,25–30°C
Cardamom,Black Cotton,Rust,Resistant Varieties,Organic Farming,Mizoram,150 days,20–25°C
